job_title,Unnamed: 1,key_skills,role_category,location,functional_area,industry,role,longitude,latitude,salary,min_experience,max_experience
very urgent opening for it recruiter & non it recruiter !! apply now,,hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| it,HR/ Recruitment / IR,pune,"hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,73.8544541,18.521428,5520,1.0,5.0
associate,,associate,Accounts,bengaluru,"accounts , finance , tax , company secretary , audit","accounting, finance",accounts executive/accountant,77.590082,12.9767936,2192,0.0,3.0
receptionist (female),,receptionist| administration| front desk| travel arrangements| front office| computer operating,,delhi,"executive assistant , front office , data entry","banking, financial services, broking",receptionist,77.2219388,28.6517178,3410,1.0,5.0
senior .net developer,,javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c,Programming & Design,"ahmedabad,ahmedabad","it software - application programming , maintenance","it-software, software services",software developer,72.5797068,23.0216238,1670,2.0,7.0
sales manager : school & higher academic books,,marketing executive| sales| distributors| customer profiling| sales strategy| market research| business development| sales executive,Corporate Sales,"bengaluru,hyderabad,chennai,mumbai","sales , retail , business development",publishing,sales/business development manager,,,6923,5.0,10.0
supply chain - import export executive,,qms| impex| environmental management system| warehouse management system| export import logistics,Logistics,chennai,purchase / logistics / supply chain,"automobile, auto anciliary, auto components",logistics executive,80.270186,13.0836939,1838,1.0,2.0
walk-in drive for java dev/sr. dev on 29th june at delhi,,java| core java| j2ee| hibernate| spring| ldap| adfs| json| soap| jquery| rest| javascript| java web services| java api| advanced java| mvc| web services| open source| soa| cloud| spring integration,Programming & Design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,2257,2.0,7.0
hiring for spring boot developer-noida,,spring boot| spring security| spring mvc,Programming & Design,noida,"it software - application programming , maintenance","it-software, software services",software developer,77.3271074,28.5707841,4379,2.0,3.0
dynamic crm architect,,dynamics crm| .net| azure| visual studio| microsoft dynamics| solution management| root cause| microservices| .net development,Programming & Design,bengaluru,"it software - erp , crm","it-software, software services",technical architect,77.590082,12.9767936,2417,8.0,12.0
se / sse - data,,vide,Programming & Design,bengaluru,"it software - application programming , maintenance","telcom, isp",software developer,77.590082,12.9767936,5800,3.0,8.0
hiring for accounts manager (business development)- radio in,,marketing strategy| strategic thinking| interpersonal communication| sales| promotions| accounting| account management| team leading| business development management| advertising,Retail Sales,mumbai,"sales , retail , business development","media, entertainment, internet",sales/business development manager,72.8773928,19.0759899,5115,2.0,6.0
urgent openings for o2c,,o2c|otc|order management|credit management|communication skills,Accounts,gurgaon,"accounts , finance , tax , company secretary , audit",accounting / finance,accounts executive/accountant,77.00270015,28.42826235,2662,,
architectural cad,,visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality,Architectural Services,kolkata,"architecture , interior design","construction, engineering, cement, metals",architect,88.35769124,22.5414185,3895,2.0,7.0
"hcl tech hiring ""physical design engineers"" for vlsi r&d division",,pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| physical design| floor planning,Engineering Design,"bengaluru,chennai,hyderabad,greater noida","engineering design , r&d","semiconductors, electronics",senior design engineer,,,3684,5.0,10.0
assistant manager purchase,,assistant manager purchase,Purchase/Material Management,"gurgaon,manesar","supply chain , logistics , purchase , materials","electricals, switchgears",purchase executive,76.92637867,28.32470955,2207,10.0,12.0
sr. cloud developer,,sql| python| analytics| machine learning| solution architecture| analytical| scala| cosmos| programming| data warehousing,Programming & Design,"mumbai,indore,pune","it software - application programming , maintenance","recruitment, staffing",software developer,,,6355,5.0,8.0
hiring for manager quality ( voice and chat),,bpo| transactional quality| quality management| quality manager| manager quality,Quality,delhi ncr,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",quality assurance/quality control manager,77.1212148,28.6882438,5672,3.0,6.0
"south indian cook,",,vide,Senior Management,bengaluru,"hotels , restaurants","travel , hotels , restaurants , airlines , railways",executive/master chef,77.590082,12.9767936,3668,2.0,5.0
sharepoint support engineer,,iis| exchange server| windows server| wss| sharepoint| active directory,Admin/Maintenance/Security/Datawarehousing,bengaluru,"it software - network administration , security",it-hardware & networking,technical support engineer,77.590082,12.9767936,4677,5.0,8.0
asst sales manager_ api_ chemical distribution_ mumbai,,pharma chemicals| business development| api| intermediates| sales,Corporate Sales,mumbai,"sales , retail , business development","chemicals, petrochemical, plastic, rubber",sales/business development manager,72.8773928,19.0759899,4098,7.0,12.0
java- technical lead- tavant technologies - hyderabad,,hibernate| design patterns| cloud| spring boot| team leader| core java| web services| microservices,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",team lead/technical lead,78.4740613,17.360589,6454,5.0,9.0
hiring for oracle apps dba@ hyderabad,,exadata| performance tuning| 11g| patching| sql| dataguard| rac| cassandra| oracle database| weblogic| ebs| asm| apps dba| cloning,Admin/Maintenance/Security/Datawarehousing,hyderabad,"it software - dba , datawarehousing","it-software, software services",dba,78.4740613,17.360589,5279,10.0,20.0
walk in for pharmacist @ 1mg technologies || gurugram sec 14,,hospital| pharma| pharmacy,R&D,gurgaon,"medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",pharmacist/chemist/bio chemist,77.00270015,28.42826235,2070,2.0,7.0
"agency manager || life insurance ||ahmedabad , bhopal , vadodara",,sales| insurance sales| agency sales| direct sales| life advisor| channel sales| life insurance advisor| life insurance| agency,Retail Sales,"bhopal,ahmedabad,vadodara","sales , retail , business development",insurance,sales/business development manager,,,5105,2.0,7.0
hr trainer,,training needs| soft skills| accent| hr| feedback| coaching| customer service| process compliance,Teachers,bengaluru,"teaching , education , training , counselling","bpo, call centre, ites",technical / process trainer,77.590082,12.9767936,6205,2.0,5.0
project manager for civil work,,real estate construction| project management| interpersonal communication| communication skills| project manager| project coordinator| site coordinator,Production/Manufacturing/Maintenance,ahmedabad (ellisbridge),"production , manufacturing , maintenance","real estate, property",project manager-production/manufacturing/maintenance,72.5716416,23.022886,2387,10.0,20.0
vacancy for motion graphic artist,,graphics| multimedia| visualization| infographics| social media| adobe after effects| protools| photoshop| graphic designing| english language,,pune,other,"it-software, software services",other,73.8544541,18.521428,6180,5.0,7.0
business associate,,international bpo| chat process| voice based process| tele caller| process developer| sales| b.a| exl| communication skills| ba| blended process| bba| wipro| tcs| bbm| customer support| bcom| cse| accenture| fresher| wns,Voice,gurgaon,"ites , bpo , kpo , lpo , customer service , operations","kpo, research, analytics",associate/senior associate -(nontechnical),77.00270015,28.42826235,1988,0.0,3.0
project support officer/administrator,,project support| banking| maya| e-commerce| big data,Technical Support,chennai,"it hardware , technical support , telecom engineering","it-software, software services",customer support engineer/technician,80.270186,13.0836939,5330,1.0,5.0
"immediate requirement for officer - it @ vibgyor high, electronic city",,networking| it asset| antivirus| hardware troubleshooting,Admin/Maintenance/Security/Datawarehousing,bengaluru,"it software - application programming , maintenance","education, teaching, training",system administrator,77.590082,12.9767936,1542,1.0,6.0
procurement - mdm,,procurement| business process| it services| automation| data services| master data management| consulting| vendor| troubleshooting| business executive,Purchase/Material Management,gurgaon,purchase / logistics / supply chain,"it-software, software services",purchase/vendor development manager,77.00270015,28.42826235,6851,2.0,7.0
if you're an experienced in international tech sales then call us / in,,recruitment| outbound| technical support| english| comp| email| troubleshooting| domestic bpo| international bpo| inbound calls,Voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,6184,1.0,4.0
senior game artist,,photoshop| illustrator| fine arts| software design| user interface designing| game development| creative content| supervision| relationship executive| business executive,Programming & Design,mumbai,it software - telecom software,"animation, gaming",graphic/web designer,72.8773928,19.0759899,4353,3.0,8.0
manager (pr),,marketing| project management| pr| project planning,Voice,noida,"ites , bpo , kpo , lpo , customer service , operations","education, teaching, training",associate/senior associate -(nontechnical),77.3271074,28.5707841,6753,5.0,8.0
senior engineer project,,leadership training| software development life cycle| management,Project Management,"manesar,gurgaon,haryana","site engineering , project management","it-software, software services",project manager-it/software,76.92637867,28.32470955,3887,2.0,5.0
perl developer,,python| six sigma| pmp| .net| html| javascript| sql| oracle| assembly language| real time operating systems,Programming & Design,bengaluru,"it software - application programming , maintenance","bpo, call centre, ites",software developer,77.590082,12.9767936,6509,6.0,8.0
"sme techincal supervisor_ red hat, fuse, apache, camel_magarpatta",,apache camel| administration| technical support| redhat| activemq,System Design/Implementation/ERP/CRM,pune,"it software - application programming , maintenance","it-software, software services",subject matter expert,73.8544541,18.521428,6571,12.0,16.0
wire industry,,customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| business development,Corporate Sales,"gurgaon,mumbai,pune,cuttack,chennai,kanpur,kolkata,raipur","sales , retail , business development","recruitment, staffing",branch manager/regional manager,,,5838,3.0,7.0
manager brand marketing,,customer segmentation| brand management| strategic partnerships| brand marketing| consumer insights| performance appraisal| operations| promotional strategies| marketing strategy| recruitment,Marketing,mumbai,"marketing , advertising , mr , pr , media planning","fmcg, foods, beverage",product/brand manager,72.8773928,19.0759899,2257,4.0,7.0
oracle fusion apps_manufacturing_any location,,negotiation| marine operation| oracle fusion| manufacturing| inventory,System Design/Implementation/ERP/CRM,"bengaluru,pune","it software - erp , crm","it-software, software services",functional outside consultant,73.912743,18.232257,6517,6.0,11.0
vp / sr.vp fire,,fire safety| fire| senior management,Safety/Health/Environment,delhi ncr,"production , manufacturing , maintenance","real estate, property",safety officer/manager,77.1212148,28.6882438,5622,17.0,27.0
data science engineer,,unix| data science| sql| linux| sas| html| perl| sdlc| android| python,Programming & Design,bengaluru,"it software - application programming , maintenance","medical, healthcare, hospitals",software developer,77.590082,12.9767936,2638,5.0,10.0
executive - lab instruments maintenance,,installation|breakdown maintenance|preventive maintenance,"Equipment installation, calibration, validation and maintenance. Maintain the master list for preventive maintenance and calibration of GLP AND NONGLP Instruments Preparing the IQ,OQ,PQ Documentation for new equipment during installation Attend and rectifying the CENTRIFUGE,CO2 INCUBATOR ,HPLC, CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, FPLC breakdown issues Attend and rectifying the HPLC breakdown issues Coordinating with Vendors, Projects team, Validation team and end-users for installation and qualification (IQ, OQ and PQ) of all the Biologics department equipment. Zero down time maintenance of all laboratory department equipment. Maintaining stock of equipment accessories, spares and consumables as per requirement. To assist, attend and Execute Preventive Maintenance/Breakdown Maintenance for Various Biology and Analytical equipment. Attend breakdown Maintenance calls and Perform routine Preventive Maintenance for Instruments like CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, HEATING STIRRERS, FLASH CHROMATOGRAPHY SYSTEMS AND VARIOUS BIO-ANALYTICAL INSTRUMENTS IN JUBILANT BIOSYS. Working with Scientists to ensure smooth running of the Equi Salary: Not Disclosed by Recruiter Industry: Pharma / Biotech / Clinical Research Functional Area: Other Employment Type: Full Time, Permanent ",bengaluru,"other employment type: full time, permanent",pharma / biotech / clinical research,"equipment installation, calibration, validation and maintenance. maintain the master list for preventive maintenance and calibration of glp and nonglp instruments preparing the iq,oq,pq documentation for new equipment during installation attend and rectifying the centrifuge,co2 incubator ,hplc, centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, fplc breakdown issues attend and rectifying the hplc breakdown issues coordinating with vendors, projects team, validation team and end-users for installation and qualification (iq, oq and pq) of all the biologics department equipment. zero down time maintenance of all laboratory department equipment. maintaining stock of equipment accessories, spares and consumables as per requirement. to assist, attend and execute preventive maintenance/breakdown maintenance for various biology and analytical equipment. attend breakdown maintenance calls and perform routine preventive maintenance for instruments like centrifuge, cellcounter, hplc, rotavapors, incubators, water purification systems, heating stirrers, flash chromatography systems and various bio-analytical instruments in jubilant biosys. working with scientists to ensure smooth running of the equi salary: not disclosed by recruiter industry: pharma / biotech / clinical research functional area: other employment type: full time, permanent",77.590082,12.9767936,2273,,
immediate job opportunity for printer engineer in mumbai - vashi,,dot matrix| printer| printer support| laserjet| hardware,Technical Support,navi mumbai,"it hardware , technical support , telecom engineering",it-hardware & networking,customer support engineer/technician,73.0198537,19.0308262,2111,1.0,2.0
when you need a roof you need a job. come work with us,,outbound| technical support associate| email| technical| us shift| medical| antivirus| troubleshooting| technical support| comp,Voice,kolkata,"ites , bpo , kpo , lpo , customer service , operations","it-software, software services",associate/senior associate -(nontechnical),88.35769124,22.5414185,6408,3.0,8.0
senior data analyst,,reporting| data analysis| business analytics| data analytics| kpo,Analytics & BI,"mohali,chandigarh",analytics & business intelligence,"kpo, research, analytics",data analyst,76.6511232,30.7442722,2867,2.0,7.0
"java / j2ee, web services also experienced in angularjs",,html| xml| ajax| rest| prototype| technical| developing| json| application architecture| sdlc| javascript| jquery| web services| java| application| web| design| web designing| architecture| applications,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,6050,2.0,6.0
senior us it recruiter / senior us recruiter,,us it recruiter| us it recruitment| us it staffing| us staffing| us technical recruiter| us recruitment,HR/ Recruitment / IR,hyderabad,"hr , recruitment , administration , ir","recruitment, staffing",recruitment executive,78.4740613,17.360589,2793,1.0,5.0
service engineer - bhiwadi,,service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| preventive maintenance| breakdown maintenance| field engineer| electrical engineer,Production/Manufacturing/Maintenance,"delhi ncr,bhiwadi","production , manufacturing , maintenance","printing, packaging",service/maintenance engineer,,,1792,1.0,6.0
sales manager,,enterprise sales| relationship building| new business| sales strategy| b2b sales| marketing management| cross selling| product marketing| consultative sales| b2b marketing| service sales| corporate sales| key accounts manager,Institutional Sales,chennai,"sales , retail , business development","advertising, pr, mr, event management",sales/business development manager,80.270186,13.0836939,4726,4.0,9.0
accounts executive for 1-2 years experience,,accounts executive| accounting| accounts| finance,Accounts,noida,"accounts , finance , tax , company secretary , audit","bpo, call centre, ites",accounts executive/accountant,77.3271074,28.5707841,2026,1.0,2.0
inbound tour manager,,inbound| costing| selling| good communication| good communication skills| tickets| tour| experience| manager| packages,Ticketing/Travel/Documentation,noida,"travel , tours , ticketing , airlines","travel , hotels , restaurants , airlines , railways",tour management manager/senior manager,77.3271074,28.5707841,3387,2.0,7.0
swimming pool technician,,monthly reports| maintenance| technician activities| water quality,Site Engineering,bengaluru,"site engineering , project management",other,maintenance engineer,77.590082,12.9767936,4718,1.0,3.0
data science manager,,kaggle|nlp|data science|artificial intelligence|natural language processing|analytical techniques|text mining|big data|machine learning|deep learning," ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other Employment Type: Full Time, Permanent ","pune,gurgaon","other employment type: full time, permanent",strategy / management consulting firms,"zs pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. we have grown significantly and are now recognized global leaders in sales and marketing consulting. a key enabler of our services is leveraging data in delivering client solutions. the data available about customers across healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. in our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, zs has set up a data scientist track which has following major focus areas: research the evolving datasets and newer information sources to understand the possibilities apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions deliver client impact by collaboratively implementing and broad basing these solutions provide thought leadership by developing the zs point of view in the industry the manager position is the precursor to the associate principal and principal positions, and therefore part of the zs leadership ladder. every manager leads one or more spaces, i.e. business units focused either on a specific client, or a specific expertise area. therefore zs data science managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by principals. managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and zs-leader relationships from beginning of their tenure. provide expertise in architecting and implementing analytical solutions for projects manage projects and assist in managing stakeholder relationships direct multiple projects simultaneously, honing analytical and project management skills motivate, coach and serve as a role model for space team members provide thought leadership and innovation within projects and across practice areas partner with onshore colleagues to develop new business with existing and new clients develop and implement specific frameworks for strategy and programs contribute to zss capability building and knowledge creation coach, mentor, and conduct training programs play an active role in india office growth related initiatives (e.g. recruiting, training, etc.). required candidate profile managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) be/ b.tech / bs (stats) from tier-1 institute would be required. phd in computer science (or statistics) / m.tech / ms from a premier institute would be highly preferred substantial experience in machine learning knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. knowledge of programming java/python/r exposure to tools/platforms hadoop eco system and db systems agile project planning and project management skills excellent communication skills in addition, we seek individuals with the following desire to make a business impact for our clients leadership experience personal initiative and strong work ethic self-motivation and detail orientation organization & planning skills communication skills salary: not disclosed by recruiter industry: strategy / management consulting firms functional area: other",77.00270015,28.42826235,2506,,
associate vice president - talent acquisition - campus hiring program,,talent acquisition| recruitment| hr| campus hiring| recruitment| recruiting,Senior Management,bengaluru,"hr , recruitment , administration , ir","it-software, software services",head/vp/gm-recruitment,77.590082,12.9767936,5757,12.0,18.0
governance & performance-performance management-professors,,counselor| mentor| trainer| advisor| teaching,University Level,hyderabad,"teaching , education , training , counselling","education, teaching, training",lecturer/professor,78.4740613,17.360589,1816,7.0,10.0
"manager sales / area manager (tiles, bath fitting,paints)",,project sales| architects| sales operations| sales management| distributor| interior designers| area management| contractors| area| developers| consultants| dealer| territory management| sales manager,Retail Sales,"delhi ncr,kolkata,chandigarh","sales , retail , business development","construction, engineering, cement, metals",sales/business development manager,,,5104,6.0,11.0
operations - sme / retail,,retail| marketing executive| distributors| customer profiling| sales strategy| sme| market research| business development| operations| sales executive,Senior Management,mumbai,"financial services , banking , investments , insurance","recruitment, staffing",head/vp/gm-operations,72.8773928,19.0759899,6944,12.0,15.0
assistant manager - hr operations,,vide,HR/ Recruitment / IR,pune,"hr , recruitment , administration , ir","it-software, software services",hr manager,73.8544541,18.521428,2647,4.0,6.0
sr. sales / sales executive,,manager sales| sales manager| assistant sales manager| mice| travel agent| senior sales executive| senior sales officer| corporate sales| hotel sales| room sales| sales executive,Retail Sales,delhi ncr (sunder nagar),"sales , retail , business development","travel , hotels , restaurants , airlines , railways",sales executive/officer,,,3929,2.0,4.0
senior business analyst - sql/python,,data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst,System Design/Implementation/ERP/CRM,delhi,"it software - dba , datawarehousing","it-software, software services",business analyst,77.2219388,28.6517178,2973,3.0,5.0
".net developer (asp.net, mvc, c#)",,c#| css| xml| asp net| javascript| web application| ms sql server| .net| mvc| asp.net mvc| jquery| ajax,Programming & Design,hyderabad,"it software - application programming , maintenance","it-software, software services",software developer,78.4740613,17.360589,6630,2.0,5.0
head- land management.,,land acquisition,Drug Regulatory Affairs/Documentation,gurgaon,"legal , regulatory , intellectual property","real estate, property",head/vp/gm-regulatory affairs,77.00270015,28.42826235,3707,20.0,26.0
sr. business analyst,,java| tomcat| eclipse| oops| html| unix| sql| db2| weblogic| xml| flex| oracle| pl,System Design/Implementation/ERP/CRM,hyderabad,"it software - application programming , maintenance","recruitment, staffing",business analyst,78.4740613,17.360589,1817,2.0,5.0
cnc machine operator,,cnc| cnc operator| cnc maintenance| cnc programming,Production/Manufacturing/Maintenance,"ahmedabad,gandhinagar","production , manufacturing , maintenance","industrial products, heavy machinery",factory head,72.5822818,23.1154284,6034,2.0,3.0
executive,,medical representative| senior executive,Architectural Services,ahmedabad,"architecture , interior design","pharma, biotech, clinical research",architect,72.5797068,23.0216238,4555,5.0,10.0
presales manager - networking,,sales engineer| solution architect| presales| solution consultant| technology consultant,,mumbai,other,it-hardware & networking,other,72.8773928,19.0759899,6026,3.0,8.0
inside sales executive,,inside sales| lead generation| cold calling| new business| customer service| proposal writing| follow ups| sales executive activities| communication skills| convincing power,Corporate Sales,"delhi ncr,bengaluru","sales , retail , business development","it-software, software services",sales executive/officer,121.0977529,14.6719732,5338,3.0,5.0
customer care executive,,customer care| inbound process| night shift| customer care executive| customer care officer| bpo| domestic bpo| international bpo,Other,delhi ncr,"ites , bpo , kpo , lpo , customer service , operations","bpo, call centre, ites",fresher,77.1212148,28.6882438,4752,0.0,1.0
hr - talent scout specialist,,performance management| analytical| design development| conceptualization| hr| continuous improvement| sales support| recruitment| testing,Senior Management,thane,"hr , recruitment , administration , ir","it-software, software services",head/vp/gm-hr,72.9701779,19.1943294,3948,2.0,4.0
sr. sales manager,,service delivery| bfsi| enterprise mobility| market intelligence| tools| application development| sales process| microsoft| middleware| business executive,Retail Sales,mumbai,"sales , retail , business development","it-software, software services",sales/business development manager,72.8773928,19.0759899,3816,8.0,10.0
laundry executive,,laundry,Housekeeping,mumbai,"hotels , restaurants","travel , hotels , restaurants , airlines , railways",housekeeping executive/assistant.,72.8773928,19.0759899,1950,1.0,3.0
accounts executive,,tds| financial statements| invoice processing| business opportunity| interpersonal skills| tally erp| accounting| analytical| accounts receivable| recruitment,Accounts,pune,"accounts , finance , tax , company secretary , audit","recruitment, staffing",accounts executive/accountant,73.8544541,18.521428,3634,2.0,7.0
mba hr - experience,,erp| succession planning| mis| reports| talent management| human resources| hr policies| recruitment| talent acquisition,HR/ Recruitment / IR,hyderabad,"hr , recruitment , administration , ir","it-software, software services",hr manager,78.4740613,17.360589,4379,5.0,10.0
system analyst,,t-sql| web technologies| data manipulation| mis| xml| data structures| system analyst| json| scripting,Programming & Design,pune,"it software - application programming , maintenance","media, entertainment, internet",system analyst,73.8544541,18.521428,3638,2.0,3.0
account assistance,,audit| credit officers| internal audit| accounting| finance| tax| accounts| risk management,Accounts,pune,"accounts , finance , tax , company secretary , audit","internet, ecommerce",accounts executive/accountant,73.8544541,18.521428,6372,2.0,3.0
senior embedded engineer,,gsm| ethernet| development| optimization| product development| troubleshooting| gps| lcd| embedded| spi,Programming & Design,ahmedabad,"it software - embedded , eda , vlsi , asic , chip design","it-software, software services",team lead/technical lead,72.5797068,23.0216238,4199,3.0,5.0
urgent opening for asst. manager-it infrastructure - mumbai,,fortigate| networking| routing| hyper - v| dlp| sophos| windows| virtualization| switching| firewall,Admin/Maintenance/Security/Datawarehousing,mumbai,"it software - application programming , maintenance","banking, financial services, broking",technical support engineer,72.8773928,19.0759899,1874,4.0,7.0
java developer,,java| spring boot| web services| microservices,Programming & Design,bengaluru,"it software - application programming , maintenance","it-software, software services",software developer,77.590082,12.9767936,3145,4.0,8.0
sr. software engineer android/hybrid,,sql| android| jquery| uml| coding| graphics| json| test cases| system testing| sqlite,Programming & Design,hyderabad,it software - system programming,"it-software, software services",software developer,78.4740613,17.360589,4535,3.0,5.0
principal engineer-piping,,hvac| architecture| project management| cad| thermal| conceptualization| instrumentation| autodesk| food processing| project delivery,Engineering Design,mumbai,"engineering design , r&d","construction, engineering, cement, metals",technical lead/project lead,72.8773928,19.0759899,2691,15.0,18.0
business analyst - structured finance,,electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income,System Design/Implementation/ERP/CRM,gurgaon,"it software - application programming , maintenance","banking, financial services, broking",business analyst,77.00270015,28.42826235,5537,1.0,4.0
solution architecting,,product management|analytical skills|software architecture|prototype|business analysis|manager technology|outsourcing|resource management|operations|solution architecting,Programming & Design,gurgaon,"it software - application programming , maintenance",it-software / software services,technical architect,77.00270015,28.42826235,6851,,
sales / business development,,sales head| hospitality| office automation| residential sales| sales strategy| bfsi| management| real estate sales| flex| executive search,Senior Management,"bengaluru,chennai","sales , retail , business development","recruitment, staffing",head/vp/gm/national manager -sales,77.5553641,13.0155238,4064,15.0,20.0
"medical coding job(fresher ug/pg) pharm,lifescience,be(biotech&biomed)",,biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences,Medical Professional,"chennai vellore,salem erode,madurai trichy","medical , healthcare , r&d , pharmaceuticals , biotechnology","medical, healthcare, hospitals",intern,,,4373,0.0,2.0
consultant,,com| application support| email| sap is-utilities| level| billing| change| service| crm| entry level,System Design/Implementation/ERP/CRM,pune,"it software - application programming , maintenance","bpo, call centre, ites",outside technical consultant,73.8544541,18.521428,4683,12.0,16.0
network & security architect- pune,,network,,pune,other,"it-software, software services",other,73.8544541,18.521428,1834,8.0,13.0
business development manager,,erp| rf| action plan| relationship| software sales| business planning| b2b sales| rfq| rfp| crm,Corporate Sales,mumbai,"sales , retail , business development","it-software, software services",sales/business development manager,72.8773928,19.0759899,5681,1.0,3.0
assistant vice president - stock broking - delhi,,equity| currency| mutual funds| commodities| stock broking| new client acquisition| business generation| channel distribution| team management| team handling| sales,Senior Management,delhi ncr,"sales , retail , business development","banking, financial services, broking",head/vp/gm/national manager -sales,77.1212148,28.6882438,3935,3.0,8.0
production manager in press shop & projection welding,,production management| weld shop| press shop| pressing| sheetmetal,Production/Manufacturing/Maintenance,greater noida,"production , manufacturing , maintenance","automobile, auto anciliary, auto components",production manager,77.5137649,28.4670734,4859,10.0,15.0
salesfoce developer +3years / mumbai,,salesforce developer| sfdc developer| salesforce,Programming & Design,"mumbai,pune","it software - application programming , maintenance","it-software, software services",software developer,72.840292,18.9560691,4106,3.0,8.0
social media executive,,website| facebook| online| twitter| seo| internet| search engine optimisation,Online/Digital Marketing,hyderabad,"marketing , advertising , mr , pr , media planning","media, entertainment, internet",social media marketing manager,78.4740613,17.360589,5029,0.0,1.0
business advisor,,vide,Institutional Sales,kolkata,"sales , retail , business development","strategy, management consulting firms",sales executive/officer,88.35769124,22.5414185,4045,0.0,3.0
